Ref_Date,GEO,STAT,SUMMARY,Value
2010,Quebec,Average expenditure per household,Bananas and plantains (fresh),42
2011,Quebec,Average expenditure per household,Bananas and plantains (fresh),46
2012,Quebec,Average expenditure per household,Bananas and plantains (fresh),43
2013,Quebec,Average expenditure per household,Bananas and plantains (fresh),54
2014,Quebec,Average expenditure per household,Bananas and plantains (fresh),53
2015,Quebec,Average expenditure per household,Bananas and plantains (fresh),60
2016,Quebec,Average expenditure per household,Bananas and plantains (fresh),51
2010,Quebec,Average expenditure per household,Grapes (fresh),45
2011,Quebec,Average expenditure per household,Grapes (fresh),41
2012,Quebec,Average expenditure per household,Grapes (fresh),48
2013,Quebec,Average expenditure per household,Grapes (fresh),46
2014,Quebec,Average expenditure per household,Grapes (fresh),52
2015,Quebec,Average expenditure per household,Grapes (fresh),58
2016,Quebec,Average expenditure per household,Grapes (fresh),63
2010,Quebec,Average expenditure per household,Peaches and nectarines (fresh),15
2011,Quebec,Average expenditure per household,Peaches and nectarines (fresh),15
2012,Quebec,Average expenditure per household,Peaches and nectarines (fresh),11
2013,Quebec,Average expenditure per household,Peaches and nectarines (fresh),13
2014,Quebec,Average expenditure per household,Peaches and nectarines (fresh),12
2015,Quebec,Average expenditure per household,Peaches and nectarines (fresh),11
2016,Quebec,Average expenditure per household,Peaches and nectarines (fresh),17
2010,Quebec,Average expenditure per household,Peaches (fresh),10
2011,Quebec,Average expenditure per household,Peaches (fresh),9
2012,Quebec,Average expenditure per household,Peaches (fresh),7
2013,Quebec,Average expenditure per household,Peaches (fresh),8
2014,Quebec,Average expenditure per household,Peaches (fresh),F
2015,Quebec,Average expenditure per household,Peaches (fresh),7
2016,Quebec,Average expenditure per household,Peaches (fresh),7
2010,Quebec,Average expenditure per household,Nectarines (fresh),6
2011,Quebec,Average expenditure per household,Nectarines (fresh),5
2012,Quebec,Average expenditure per household,Nectarines (fresh),3
2013,Quebec,Average expenditure per household,Nectarines (fresh),5
2014,Quebec,Average expenditure per household,Nectarines (fresh),7
2015,Quebec,Average expenditure per household,Nectarines (fresh),5
2016,Quebec,Average expenditure per household,Nectarines (fresh),9
2010,Quebec,Average expenditure per household,Pears (fresh),15
2011,Quebec,Average expenditure per household,Pears (fresh),14
2012,Quebec,Average expenditure per household,Pears (fresh),15
2013,Quebec,Average expenditure per household,Pears (fresh),15
2014,Quebec,Average expenditure per household,Pears (fresh),12
2015,Quebec,Average expenditure per household,Pears (fresh),17
2016,Quebec,Average expenditure per household,Pears (fresh),16
2010,Quebec,Average expenditure per household,Berries (fresh),107
2011,Quebec,Average expenditure per household,Berries (fresh),102
2012,Quebec,Average expenditure per household,Berries (fresh),114
2013,Quebec,Average expenditure per household,Berries (fresh),110
2014,Quebec,Average expenditure per household,Berries (fresh),122
2015,Quebec,Average expenditure per household,Berries (fresh),114
2016,Quebec,Average expenditure per household,Berries (fresh),130
2010,Quebec,Average expenditure per household,Strawberries (fresh),40
2011,Quebec,Average expenditure per household,Strawberries (fresh),36
2012,Quebec,Average expenditure per household,Strawberries (fresh),46
2013,Quebec,Average expenditure per household,Strawberries (fresh),34
2014,Quebec,Average expenditure per household,Strawberries (fresh),48
2015,Quebec,Average expenditure per household,Strawberries (fresh),43
2016,Quebec,Average expenditure per household,Strawberries (fresh),51
2010,Quebec,Average expenditure per household,Other berries (fresh),67
2011,Quebec,Average expenditure per household,Other berries (fresh),66
2012,Quebec,Average expenditure per household,Other berries (fresh),68
2013,Quebec,Average expenditure per household,Other berries (fresh),76
2014,Quebec,Average expenditure per household,Other berries (fresh),73
2015,Quebec,Average expenditure per household,Other berries (fresh),71
2016,Quebec,Average expenditure per household,Other berries (fresh),79
2010,Quebec,Average expenditure per household,Citrus fruit (fresh),47
2011,Quebec,Average expenditure per household,Citrus fruit (fresh),58
2012,Quebec,Average expenditure per household,Citrus fruit (fresh),55
2013,Quebec,Average expenditure per household,Citrus fruit (fresh),60
2014,Quebec,Average expenditure per household,Citrus fruit (fresh),76
2015,Quebec,Average expenditure per household,Citrus fruit (fresh),77
2016,Quebec,Average expenditure per household,Citrus fruit (fresh),89
2010,Quebec,Average expenditure per household,Other fruit (fresh),59
2011,Quebec,Average expenditure per household,Other fruit (fresh),62
2012,Quebec,Average expenditure per household,Other fruit (fresh),57
2013,Quebec,Average expenditure per household,Other fruit (fresh),59
2014,Quebec,Average expenditure per household,Other fruit (fresh),58
2015,Quebec,Average expenditure per household,Other fruit (fresh),69
2016,Quebec,Average expenditure per household,Other fruit (fresh),82
2010,Quebec,Average expenditure per household,Preserved fruit and fruit preparations,207
2011,Quebec,Average expenditure per household,Preserved fruit and fruit preparations,197
2012,Quebec,Average expenditure per household,Preserved fruit and fruit preparations,247
2013,Quebec,Average expenditure per household,Preserved fruit and fruit preparations,208
2014,Quebec,Average expenditure per household,Preserved fruit and fruit preparations,188
2015,Quebec,Average expenditure per household,Preserved fruit and fruit preparations,184
2016,Quebec,Average expenditure per household,Preserved fruit and fruit preparations,201
2010,Quebec,Average expenditure per household,Fruit juice,110
2011,Quebec,Average expenditure per household,Fruit juice,107
2012,Quebec,Average expenditure per household,Fruit juice,121
2013,Quebec,Average expenditure per household,Fruit juice,121
2014,Quebec,Average expenditure per household,Fruit juice,106
2015,Quebec,Average expenditure per household,Fruit juice,99
2016,Quebec,Average expenditure per household,Fruit juice,112
2010,Quebec,Average expenditure per household,Ready-to-drink citrus juice,55
2011,Quebec,Average expenditure per household,Ready-to-drink citrus juice,54
2012,Quebec,Average expenditure per household,Ready-to-drink citrus juice,57
2013,Quebec,Average expenditure per household,Ready-to-drink citrus juice,60
2014,Quebec,Average expenditure per household,Ready-to-drink citrus juice,45
2015,Quebec,Average expenditure per household,Ready-to-drink citrus juice,41
2016,Quebec,Average expenditure per household,Ready-to-drink citrus juice,51
2010,Quebec,Average expenditure per household,Other ready-to-drink fruit juices,52
2011,Quebec,Average expenditure per household,Other ready-to-drink fruit juices,52
2012,Quebec,Average expenditure per household,Other ready-to-drink fruit juices,64
2013,Quebec,Average expenditure per household,Other ready-to-drink fruit juices,61
2014,Quebec,Average expenditure per household,Other ready-to-drink fruit juices,59
2015,Quebec,Average expenditure per household,Other ready-to-drink fruit juices,57
2016,Quebec,Average expenditure per household,Other ready-to-drink fruit juices,61
2010,Quebec,Average expenditure per household,Concentrated fruit juice (frozen),3
2011,Quebec,Average expenditure per household,Concentrated fruit juice (frozen),1
2012,Quebec,Average expenditure per household,Concentrated fruit juice (frozen),F
2013,Quebec,Average expenditure per household,Concentrated fruit juice (frozen),F
2014,Quebec,Average expenditure per household,Concentrated fruit juice (frozen),F
2015,Quebec,Average expenditure per household,Concentrated fruit juice (frozen),F
2016,Quebec,Average expenditure per household,Concentrated fruit juice (frozen),F
2010,Quebec,Average expenditure per household,Other preserved fruit and fruit preparations,97
2011,Quebec,Average expenditure per household,Other preserved fruit and fruit preparations,89
2012,Quebec,Average expenditure per household,Other preserved fruit and fruit preparations,126
2013,Quebec,Average expenditure per household,Other preserved fruit and fruit preparations,86
2014,Quebec,Average expenditure per household,Other preserved fruit and fruit preparations,81
2015,Quebec,Average expenditure per household,Other preserved fruit and fruit preparations,85
